participant_id,session_id,started_at,experiment,session,condition,task,range,block_name,stimulus_index,type,ascii_art,image_path,true_value,sample_id,response,user_agent
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,56,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_015_3.7336_blurred.png,3.6912,sample_016,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,57,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_016_4.217_blurred.png,4.1003,sample_017,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,58,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_017_5.099_blurred.png,5,sample_018,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,59,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_018_4.7278_blurred.png,4.717,sample_019,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Maze Distance,Range 2,Image - Noised | Maze Distance | Range 2,60,image,"",experiments/maze_distance/3.0_7.0/blurred/sample_019_4.1649_blurred.png,4.0697,sample_020,0.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,61,text,"Reaction did some market research . They had a hundred subjects and their usability lab and they watched them watch T_V_ and",,9.57,sample_001,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,62,text,"either like like this in your left hand or you switch it over and uh it's easily adaptable to either hand . You can push the buttons with your thumb like a mobile phone , or you can push them with your index finger of your other hand or , even I mean there's a whole variety you , can hold it like this and press it with your same index finger . Uh we have the on off button",,18.43,sample_002,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,63,text,", I don't know it might not Technical even be under yours So . as well in there we Projects . have technical . functions presentation working , design presentation and the functional requirements . At least that's I what I only have have in three . I , just have like our three Yeah . Yeah , that's . what I have as well , R Okay Rose So . You . don't have mine ? No , but that's 'cause I think",,15.74,sample_003,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,64,text,"sinking into your hands Yeah , you know , i and I Yeah . think . I'm envisioning more like Yeah . . , you know the , material that you have when you sit on like a bicycle , so Mm-hmm that it doesn't . hurt when Mm-hmm you're . sitting down for a long time like , I'm imagining that sort of thing I , don't know what th that Yeah I ,",,13.13,sample_004,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,65,text,"that the chip takes the data and presents it well , without sort of scattering . Mm-hmm . So 's just the quality of the chip .",,6.72,sample_005,11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,66,text,"a a concept for it , we can then design the features around the concept , making sure that we get",,7,sample_006,11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,67,text,"our corporate colour , isn't it ? That's right , yeah corporate , Yeah colour . we , didn't keep that in We might wanna keep it yellow .",,5.81,sample_007,11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,68,text,"of the remote control um . We need to start by considering what a remote control actually is . It's a device that allows us to produce certain effects on our television so , i it's basically a communication device .",,17.63,sample_008,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,69,text,". And personal preferences , besides the fact that I can't spell we , need a long-lasting energy source , people don't wanna be changing it a lot We . need a chip that works well with the user interface , that isn't too complicated .",,12.67,sample_009,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,70,text,"and decisive decisive points at the end of the meetings , so that we we knew where to go on from there . Yeah I , was quite worried at the end of the last meeting that we weren't getting we didn't really have enough information to make firm decisions Mm-hmm but , . we were able to do it",,15.37,sample_010,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,71,text,"it Well I think all of them . All should of them have should an have R_R_ R_R_ , yeah . . And so we're gonna do",,5.2,sample_011,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,72,text,"some some text and some very blocky looking graphics on it . And you just type numbers to go to different pages and it gives you information , mostly rather boring S stuff like what's on T_V_ next and share prices and that kind of thing . Lottery numbers and sport scores Yep . , news headlines But . if you ever see the T_V_ saying like go to page one sixty on",,19.22,sample_012,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,73,text,". Um anybody Oh have I got . more master classes , anybody else wanna like take a master's class ? It's really funny that you got spam in your work emails Yeah . , but check it out So . like there are all these like links they , don't go anywhere . But all that you need to keep in mind your knowledge",,16.15,sample_013,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,74,text,"send this Oh to us ? It's very it's very work relevant , 'cause people It is send spam . a lot Yes . definitely I'm",,7.77,sample_014,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,75,text,"picture . Uh there's a lot of features that are missing from that remote control So . we've got to to find our find a way of striking a",,7.24,sample_015,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,76,text,"with remotes that have too many buttons and too much technology . If someone's looking to buy a new remote , don't they want like an upgrade ? I dunno .",,7.35,sample_016,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,77,text,"and basically yeah , it's ith it's fun . So I I like I like this idea of just having",,8.9,sample_017,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,78,text,"Um . I don't know what Per the se the basic colour I is dunno though where it . yeah . Well but , we know that we're having at least three colours So so , let's y say Well three , are we talking . about on each colour combination or are we , you know , we'll like we'll have yellow and",,11.89,sample_018,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,79,text,"Do you think we I could thought the pen was a little distracting for me personally , like its heaviness , and like just being so conscious of like turning the pages , I dunno That . was a bit of a",,10.84,sample_019,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
P-mfd89c27-np1g7n,fef761ee-2d33-42f3-98ec-3b7b6d9e830a,2025-09-10T03:07:46.462Z,perception-study,Image - Noised,Image - Noised,Subtitle,Range 2,Image - Noised | Subtitle | Range 2,80,text,". Um I'll talk about the new project requirements I've just received , and then we have to make a decision on our remote control functions . Finally we'll just close . We're starting this meeting",,9.12,sample_020,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"
